nome_organizacao,M1_Agro,M2_Saude,M3_Infra_Mobilidade,M4_Transformacao_Digital,M5_Bioeconomia_Energia,M6_Defesa_Soberania,descricao_organizacao,segmento_atuacao,tecnologias_disruptivas,fase_negocio
Zapt Tech,0,1,1,1,0,0,"A Zapt Tech desenvolve tecnologias digitais de Mapas Indoor, Wayfinding, Posicionamento, Navegação e Localização em Tempo Real no Brasil, provendo soluções de orientação, localização e monitoramento de pessoas e ativos - com alta qualidade e custos acessíveis.","Indústria 4.0, Mobilidade, Saúde, Tecnologia da informação, Turismo, Varejo","Big Data, IOT (Internet das Coisas)","Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
Harpia Harpyja Soluções Tecnológicas,0,0,0,1,0,1,Desenvolvimento de soluções hardware + software para aumento da eficiencia e segurança nas operações industriais,"Indústria 4.0, Logística, Segurança","Deep Learning, IOT (Internet das Coisas), Machine Learning","Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
Geoadmin,1,0,0,0,0,0,Ajuda o produtor rural e agroindústrias a se manterem em dia com suas obrigações legais.,Tecnologia da informação,,
E-sol Brasil,0,0,0,0,1,0,"E-sol Brasil é uma das empresas pioneira no mercado de energia solar brasileiro. Desde 2011 oferecemos soluções em energia solar fotovoltaica e eficiência energética dentro do cenário de industria 4.0.
 
 Iniciamos nossas operações em Frutal/MG fabricando com tecnologia própria os painéis fotovoltaicos nos projetos ES-P63EB (painel solar fotovoltaico de 65W) e ES-M66EB (painel solar fotovoltaico de 144W).
 
 Em 2013 mudamos nossa operação para o modelo de turn-key onde agora implantamos soluções que permitem reduzir a sua conta de energia elétrica em até 98%. Somos completos, entregamos a solução para a sua necessidade.
 
 Dimensionamos a sua usina solar fotovoltaica, auxiliamos nas tratativas de um possível financiamento, realizamos a instalação do projeto e acompanhamos todo o processo de homologação e ativação do sistema solar.
 
 Fazemos tudo para que a sua casa, condomínio, empresa ou fazenda possa produzir energia limpa e barata ficando livre dos aumentos impostos pelas distribuidoras.",Energia,,
TRENDPRIX INTELIGENCIA EM INVESTIMENTOS LTDA,0,0,0,1,0,0,"Em janeiro 2020 quinze profissionais de diversas áreas se juntaram para fundar a TrendPrix Inteligência em Investimentos com a proposta de fornecer ao mercado financeiro previsões de altas e baixas de preço dos ativos negociados em bolsas de valores, utilizado a Inteligência Artificial, além de desenvolver cursos para ensinar as pessoas a investir na bolsa. 
Em 2020 contratamos uma empresa de consultoria para fazer a pesquisa de mercado e elaborar o nosso plano de negócio sendo a etapa inicial para a validação da nossa proposta. Após o estudo de viabilidade do projeto, no dia 18 de março de 2021 formalizamos a criação da Startup. No segundo semestre de 2021, fomos selecionados pelo CIAEM - Centro de Incubação de Atividades Empreendedoras da Universidade Federal de Uberlândia que tem dado assistências necessárias para o desenvolvimento do nosso produto. Após a elaboração e validação do protótipo, nos dias 03 e 04 de fevereiro de 2022 lançamos oficialmente o nosso Aplicativo Web. Nos últimos meses temos trabalhando no desenvolvimento e implementação da nova versão do aplicativo e planejamento de cursos de educação financeira.","Educação, Finanças, Indústria 4.0, Tecnologia da informação","Deep Learning, Machine Learning","Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
"GENEAL GENETICA ANIMAL - ANALISE, PESQUISA E LABORATORIO S/A",1,0,0,0,0,0,"Desenvolvimento de metodologia inédita para realização de biópsia embrionária voltada ao melhoramento genético da pecuária leiteira. Será realizado uma metodologia de diagnóstico genético pré-implantacional de embriões bovinos produzidos in vitro, a partir de um cruzamento (vaca versus touro) de interesse do cliente, objetivando a sexagem embrionária e a identificação de genótipos de interesse comercial para a cadeia produtiva do leite (Leptina, Receptor da Leptina, DGAT1, Beta Caseína, Kappa Caseína e Beta Lactoglobulina), a partir do material genético obtido da biópsia embrionária. Desta forma, o projeto traz como vantagens a redução de custos do produtor com fêmeas receptoras de embriões e a melhora da qualidade do leite como produto final e de seus derivados, agregando valor ao produto ao ser comercializado. O objetivo deste projeto é aumentar a produtividade da cadeia leiteira por meio do desenvolvimento de uma metodologia diagnóstica de biópsia embrionária que possa identificar o sexo do embrião antes da implantação na receptora, reduzindo os custos do produtor. Além disso, o projeto visa identificar genótipos de interesse a partir do material genético extraído da biópsia, a fim de melhorar a qualidade do leite como produto final agregando ainda mais valor aos seus derivados. Esse projeto será desenvolvido em três diferentes etapas, sendo elas: (1) produção embrionária e biópsia de embriões; (2) sexagem das células embrionárias e seleção dos marcadores genéticos de interesse comercial; e (3) estratégias de marketing para divulgação do novo produto e com isso, a fixação dos recursos humanos. O resultado esperado com o desenvolvimento dessa metodologia inédita é selecionar apenas os embriões de interesse comercial para a cadeia produtiva do leite a serem transferidos, otimizando os resultados e diminuindo os custos da produção. Adicionalmente, agregar valor ao produto final e seus derivados.
","Agronegócio, Serviços e Comércio",,
Casa Mineira Imóveis,0,0,1,0,0,0,"CASA MINEIRA CORRETORA DE IMÓVEIS LTDA está há 28 anos no Mercado Imobiliário de Belo Horizonte, sempre prestando bons serviços ao público em geral nas áreas de venda e locação, e gozando de grande prestígio junto às grandes Construtoras da Capital. Todo este trabalho foi coroado pelo 1º lugar do PQEX 2010 (Prêmio de Qualidade e Excelência Empresarial), através do qual a CMI SECOVI/MG reconheceu a imensa capacitação e profissionalismo de nossos funcionários, que fazem desta empresa uma referência no mercado imobiliário atual.",Construção Civil ou Setor Imobiliário,,
Caminhadas,0,1,0,0,0,0,Os usuários criam grupos de caminhadas em um dos 5 níveis e divulgam para amigos participarem gerando incentivo mutuo para a pratica do exercício.,Entretenimento,,
10Educ Educação Corporativa,0,0,0,1,0,0,"Alinhar a educação corporativa à estratégia da empresa, promovendo a transformação das pessoas, por meio de uma educação relevante, aderente e aplicável.",Educação,,2. Operação
Cresça Mais,0,0,0,1,0,0,A Cresça Mais ajuda você a aumentar seu faturamento criando diferencial competitivo no mercado. Disponibilizamos os melhores conteúdos para alavancar sua carreira e seu negócio. Escolha os melhores cursos ou as melhores assinaturas para você. Pare de perder tempo!,Educação,,
Rentis Negocios Online,0,0,0,0,1,0,"A Rentis é uma plataforma online que facilita o aluguel de objetos entre usuários.
Conectamos pessoas interessadas em economizar alugando itens/objetos ao invés de comprar, com pessoas que possuem itens/objetos não utilizado e que que desejam ganhar dinheiro extra. Alugar ao invés de comprar oferece economia. Para quem tem pouco espaço, alugar evita acumular objetos e reduz o consumo desnecessário. É ideal para uso temporário, como em viagens e itens utilizados ocasionalmente. Estamos em fase de pre-seed","Sustentabilidade, Varejo",Nenhuma,Ideação (Fase de concepção da ideia até consolidação do Mínimo Produto Viável - MVP para um nicho de mercado específico)
Select Sistemas,0,0,0,1,0,0,Empresa de TI desenvolvedora de SaaS para gestão de Lavanderias comerciais,Gestão de negócios,Nenhuma,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
Metha Energia,0,0,0,0,1,0,"A Metha Energia oferece desconto de até 15% em sua conta de energia elétrica. Através distribuição de créditos de energia provenientes de fontes sustentáveis, que são abatidos na sua conta mensal de energia elétrica.
O processo não necessita de nenhum investimento, não tem taxa de adesão nem fidelidade. Só é necessário que o cliente faça seu cadastro, aguarde aprovação e aproveite seu desconto.
Além disso, uma das bandeiras levantadas pela startup é a sustentabilidade, já que a energia gerada provém de fontes limpas, que antes desperdiçavam energia, criando uma relação equilibrada com o meio ambiente.
A equipe é formada por jovens preparados e sedentos por inovação, que se uniram em prol de um ideal e de querer transformar o setor de energia elétrica no Brasil.
Hoje a Metha Energia tem 9 usinas de geração de energia, clentes em 180 cidades de Minas Gerais e mais de 20 mil clientes cadastrados. A expectativa é fechar o ano de 2020 com 50 mil clientes operacionalizados.",Energia,Machine Learning,"Escala (Nesta fase a startup possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)"
"Se Candidate, Mulher!",0,0,0,1,0,0,"Somos uma Startup de Impacto Social a trabalhar a empregabilidade feminina no país. Ajudamos empresas a contratar mais mulheres e mulheres a serem aprovadas nas vagas de emprego que quiserem. 

Possuímos a única plataforma de recrutamento e seleção que prepara mulheres para serem aprovadas nos processos seletivos das empresas do Brasil. Construída para capacitar mulheres para avançarem nos processos seletivos e para que as empresas tenham agilidade, menos custo e sucesso na contratação das mesmas, fomos responsáveis por mais de 7.800 candidaturas nos processos seletivos dos nossos clientes B2B no ano de 2021 com 99% de preenchimento de suas vagas (nível: estágio a pleno) e NPS acima de 90.","Negócios sociais, Recursos Humanos",Data Base,"Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
Aquila,0,0,0,1,0,0,"Somos uma consultoria internacional de gestão de origem brasileira presente no ranking FDC das multinacionais e mapeada pelo relatório Source Global Research, instituição britânica de referência em pesquisas no segmento.Com sedes no Brasil (Belo Horizonte, São Paulo, Rio de Janeiro, Brasília, Manaus), Suíça, Austrália, Colômbia e Portugal, nos últimos 12 anos atuamos em 25 países de todos os continentes. Reunimos mais de 500 profissionais liderados por referências técnicas.","Agronegócio, Alimentos e Bebidas, Construção Civil ou Setor Imobiliário, Educação, Energia ou Sucroalcooleiro, Mineração e Metalurgia, Papel e Celulose, Serviços e Comércio, Serviços financeiros, Tecnologia da Informação e Comunicação (TIC), Têxtil e Vestuário, Transporte e Automotivo, Turismo e lazer",,
Fab.,0,0,0,0,0,0,"A Fab. é uma multimarcas que une tradição com informação de moda, fast fashion e produtos de qualidade a preços super especiais.",Têxtil e Vestuário,,
Educando Seu Bolso,0,0,0,1,0,0,"O Educando Seu Bolso é uma plataforma de educação financeira criada para facilitar o relacionamento do cidadão comum com o seu dinheiro. Nosso grande desafio é entregar para este público as melhores soluções de maneira completa, rápida e objetiva. Para isso, trabalhamos as diversas áreas do mercado financeiro de modo integrado, com objetivo de desenvolver ferramentas e conteúdos simples e em linguagem acessível. Nossas soluções são constantemente atualizadas de acordo com os feedbacks dos próprios usuários tanto em seu uso direto, quanto nos testemunhos, comentários e dúvidas. Nossa produção é guiada principalmente pelas seguintes verticais: máquinas de cartão, investimentos em Renda Fixa, contas digitais, aposentadoria, amortização, financiamento de imóvel e veículo, e empréstimo pessoal.
Mais de um milhão de pessoas já foram impactadas com nossos conteúdo e centenas de milhares já utilizaram nossas ferramentas.","Educação, Finanças",Big Data,"Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
